Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,AvgTalkDuration(Secs),Satisfaction rating
ID4211,Greg,15-03-2021,17:11:02,Payment related,N,N,,,0,
ID4212,Greg,15-03-2021,17:11:02,Admin Support,Y,Y,43,00:00:36,36,3
ID4219,Greg,15-03-2021,17:47:02,Admin Support,Y,Y,83,00:03:41,221,2
ID4224,Greg,16-03-2021,09:46:05,Streaming,Y,Y,113,00:03:26,206,5
ID4228,Greg,16-03-2021,10:10:34,Payment related,Y,Y,38,00:03:33,213,3
ID4230,Greg,16-03-2021,10:23:31,Streaming,Y,Y,61,00:04:00,240,3
ID4240,Greg,16-03-2021,12:21:36,Payment related,Y,Y,22,00:06:31,391,1
ID4243,Greg,16-03-2021,12:48:58,Contract related,Y,Y,72,00:05:47,347,3
ID4244,Greg,16-03-2021,12:48:58,Payment related,Y,Y,63,00:05:27,327,5
ID4253,Greg,16-03-2021,13:56:38,Technical Support,N,N,,,0,
ID4275,Greg,16-03-2021,16:36:29,Contract related,Y,Y,26,00:02:57,177,4
ID4284,Greg,17-03-2021,09:43:12,Admin Support,Y,Y,104,00:06:58,418,1
ID4301,Greg,17-03-2021,14:19:41,Payment related,Y,Y,34,00:04:33,273,4
ID4318,Greg,17-03-2021,16:52:19,Admin Support,N,N,,,0,
ID4319,Greg,17-03-2021,17:12:29,Streaming,Y,Y,39,00:03:54,234,5
ID4324,Greg,17-03-2021,17:24:00,Payment related,Y,Y,32,00:03:48,228,3
ID4330,Greg,17-03-2021,18:00:00,Contract related,N,N,,,0,
ID4342,Greg,18-03-2021,12:02:53,Payment related,Y,Y,57,00:01:12,72,2
ID4345,Greg,18-03-2021,12:51:50,Payment related,Y,Y,13,00:00:43,43,3
ID4348,Greg,18-03-2021,13:36:29,Technical Support,Y,N,83,00:02:28,148,2
ID4365,Greg,18-03-2021,16:16:19,Admin Support,Y,Y,12,00:02:51,171,3
ID4370,Greg,18-03-2021,16:58:05,Payment related,N,N,,,0,
ID4374,Greg,18-03-2021,17:22:34,Contract related,N,N,,,0,
ID4387,Greg,19-03-2021,11:12:29,Admin Support,Y,Y,87,00:01:28,88,3
ID4400,Greg,19-03-2021,12:59:02,Admin Support,Y,Y,112,00:04:09,249,4
ID4413,Greg,19-03-2021,15:34:34,Admin Support,Y,N,55,00:03:31,211,4
ID4418,Greg,19-03-2021,16:33:36,Contract related,Y,Y,47,00:06:54,414,4
ID4419,Greg,19-03-2021,16:43:41,Admin Support,Y,Y,123,00:02:40,160,3
ID4436,Greg,20-03-2021,11:47:02,Streaming,Y,Y,53,00:05:15,315,3
ID4445,Greg,20-03-2021,13:12:00,Streaming,Y,Y,27,00:04:17,257,2
ID4451,Greg,20-03-2021,14:26:53,Admin Support,Y,Y,21,00:03:12,192,4
ID4456,Greg,20-03-2021,15:41:46,Streaming,Y,Y,21,00:04:24,264,1
ID4460,Greg,20-03-2021,15:43:12,Contract related,Y,Y,10,00:06:13,373,3
ID4470,Greg,20-03-2021,17:32:38,Contract related,Y,Y,73,00:01:42,102,3
ID4472,Greg,20-03-2021,17:44:10,Admin Support,Y,Y,120,00:02:42,162,3
ID4483,Greg,21-03-2021,10:01:55,Technical Support,Y,Y,86,00:03:07,187,3
ID4485,Greg,21-03-2021,10:35:02,Admin Support,Y,Y,122,00:01:28,88,3
ID4488,Greg,21-03-2021,10:43:41,Contract related,N,N,,,0,
ID4490,Greg,21-03-2021,11:09:36,Payment related,Y,Y,113,00:03:14,194,3
ID4496,Greg,21-03-2021,11:55:41,Technical Support,N,N,,,0,
ID4516,Greg,21-03-2021,14:22:34,Technical Support,Y,Y,49,00:00:32,32,4
ID4517,Greg,21-03-2021,14:29:46,Admin Support,Y,Y,114,00:03:25,205,1
ID4520,Greg,21-03-2021,14:36:58,Payment related,Y,Y,95,00:04:57,297,3
ID4529,Greg,21-03-2021,16:12:00,Technical Support,N,N,,,0,
ID4532,Greg,21-03-2021,16:52:19,Technical Support,Y,Y,29,00:02:11,131,4
ID4540,Greg,22-03-2021,09:44:38,Payment related,Y,Y,81,00:03:51,231,3
ID4545,Greg,22-03-2021,10:07:41,Contract related,Y,N,32,00:03:11,191,5
ID4574,Greg,22-03-2021,15:25:55,Technical Support,Y,Y,32,00:05:00,300,4
ID4585,Greg,22-03-2021,16:49:26,Contract related,N,N,,,0,
ID4586,Greg,22-03-2021,16:49:26,Payment related,Y,Y,62,00:01:17,77,1
ID4602,Greg,23-03-2021,12:27:22,Technical Support,N,N,,,0,
ID4606,Greg,23-03-2021,13:03:22,Admin Support,Y,Y,69,00:04:47,287,1
ID4608,Greg,23-03-2021,13:52:19,Payment related,Y,Y,111,00:04:05,245,5
ID4621,Greg,23-03-2021,16:24:58,Streaming,Y,Y,101,00:01:15,75,5
ID4622,Greg,23-03-2021,16:24:58,Streaming,N,N,,,0,
ID4626,Greg,23-03-2021,16:39:22,Payment related,Y,Y,124,00:01:49,109,4
ID4643,Greg,24-03-2021,09:37:26,Admin Support,N,N,,,0,
ID4644,Greg,24-03-2021,09:37:26,Technical Support,N,N,,,0,
ID4650,Greg,24-03-2021,09:59:02,Technical Support,Y,Y,93,00:02:29,149,3
ID4659,Greg,24-03-2021,11:11:02,Technical Support,Y,Y,119,00:00:35,35,2
ID4669,Greg,24-03-2021,13:53:46,Technical Support,Y,Y,38,00:04:40,280,2
ID4672,Greg,24-03-2021,14:26:53,Contract related,Y,Y,99,00:01:27,87,3
ID4678,Greg,24-03-2021,15:17:17,Payment related,Y,Y,33,00:06:11,371,5
ID4691,Greg,24-03-2021,17:28:19,Streaming,Y,Y,102,00:06:41,401,1
ID4693,Greg,25-03-2021,09:01:26,Payment related,N,N,,,0,
ID4706,Greg,25-03-2021,10:53:46,Payment related,N,N,,,0,
ID4707,Greg,25-03-2021,11:00:58,Technical Support,N,N,,,0,
ID4709,Greg,25-03-2021,11:44:10,Streaming,Y,Y,83,00:06:11,371,4
ID4719,Greg,25-03-2021,15:01:26,Admin Support,N,N,,,0,
ID4720,Greg,25-03-2021,15:01:26,Streaming,Y,Y,38,00:05:23,323,3
ID4721,Greg,25-03-2021,15:18:43,Technical Support,Y,N,61,00:05:53,353,4
ID4725,Greg,25-03-2021,15:50:24,Admin Support,Y,Y,114,00:02:53,173,4
ID4727,Greg,25-03-2021,16:01:55,Admin Support,Y,N,118,00:02:07,127,3
ID4733,Greg,25-03-2021,16:39:22,Admin Support,Y,Y,70,00:06:08,368,4
ID4754,Greg,26-03-2021,10:56:38,Technical Support,Y,Y,48,00:05:44,344,4
ID4757,Greg,26-03-2021,11:55:41,Streaming,Y,Y,94,00:06:53,413,5
ID4765,Greg,26-03-2021,12:50:24,Contract related,Y,Y,93,00:01:28,88,5
ID4770,Greg,26-03-2021,12:51:50,Payment related,Y,Y,22,00:00:35,35,3
ID4792,Greg,26-03-2021,17:42:43,Contract related,Y,Y,96,00:06:31,391,3
ID4793,Greg,27-03-2021,09:36:00,Technical Support,Y,Y,19,00:01:05,65,4
ID4795,Greg,27-03-2021,11:03:50,Technical Support,N,N,,,0,
ID4798,Greg,27-03-2021,11:09:36,Contract related,Y,Y,88,00:00:41,41,5
ID4799,Greg,27-03-2021,11:22:34,Admin Support,Y,Y,23,00:01:54,114,1
ID4805,Greg,27-03-2021,12:23:02,Streaming,N,N,,,0,
ID4806,Greg,27-03-2021,12:23:02,Payment related,Y,Y,40,00:03:50,230,2
ID4809,Greg,27-03-2021,12:54:43,Admin Support,Y,Y,104,00:05:11,311,4
ID4811,Greg,27-03-2021,13:23:31,Payment related,Y,Y,103,00:03:52,232,5
ID4817,Greg,27-03-2021,14:19:41,Payment related,N,N,,,0,
ID4826,Greg,27-03-2021,15:23:02,Contract related,Y,Y,82,00:03:19,199,5
ID4859,Greg,28-03-2021,11:28:19,Payment related,Y,Y,88,00:01:26,86,3
ID4868,Greg,28-03-2021,13:06:14,Streaming,Y,Y,12,00:00:35,35,2
ID4881,Greg,28-03-2021,17:09:36,Admin Support,N,N,,,0,
ID4882,Greg,28-03-2021,17:09:36,Streaming,Y,Y,120,00:06:17,377,2
ID4884,Greg,28-03-2021,17:19:41,Payment related,Y,Y,10,00:02:32,152,2
ID4900,Greg,29-03-2021,10:49:26,Technical Support,N,N,,,0,
ID4905,Greg,29-03-2021,11:34:05,Contract related,Y,Y,78,00:03:05,185,1
ID4947,Greg,29-03-2021,17:57:07,Admin Support,Y,Y,74,00:06:08,368,3
ID4963,Greg,30-03-2021,15:36:00,Admin Support,Y,N,22,00:04:45,285,4
ID4969,Greg,30-03-2021,16:32:10,Technical Support,Y,Y,105,00:04:53,293,4
ID4971,Greg,30-03-2021,17:13:55,Streaming,N,N,,,0,
ID4977,Greg,31-03-2021,09:24:29,Streaming,Y,Y,40,00:02:55,175,4
ID4978,Greg,31-03-2021,10:13:26,Contract related,Y,Y,94,00:00:40,40,4
ID4979,Greg,31-03-2021,10:39:22,Technical Support,N,N,,,0,
ID4994,Greg,31-03-2021,14:58:34,Contract related,N,N,,,0,
ID0010,Jim,01-01-2021,11:13:55,Streaming,Y,Y,78,00:01:04,64,3
ID0019,Jim,01-01-2021,12:01:26,Streaming,N,N,,,0,
ID0020,Jim,01-01-2021,12:01:26,Contract related,Y,Y,101,00:02:27,147,3
ID0021,Jim,01-01-2021,12:02:53,Technical Support,Y,Y,74,00:05:22,322,5
ID0034,Jim,01-01-2021,13:33:36,Payment related,Y,N,53,00:01:44,104,2
ID0041,Jim,01-01-2021,14:47:02,Technical Support,Y,Y,27,00:02:09,129,5
ID0046,Jim,01-01-2021,15:44:38,Contract related,N,N,,,0,
ID0052,Jim,01-01-2021,17:35:31,Admin Support,N,N,,,0,
ID0057,Jim,01-01-2021,17:57:07,Technical Support,Y,Y,48,00:02:52,172,2
ID0065,Jim,02-01-2021,09:38:53,Contract related,Y,Y,98,00:06:25,385,2
ID0067,Jim,02-01-2021,10:04:48,Contract related,Y,Y,98,00:05:49,349,5
ID0068,Jim,02-01-2021,10:04:48,Contract related,Y,Y,70,00:03:12,192,5
ID0087,Jim,02-01-2021,12:44:38,Payment related,N,N,,,0,
ID0091,Jim,02-01-2021,13:03:22,Contract related,Y,Y,46,00:05:41,341,1
ID0093,Jim,02-01-2021,13:04:48,Technical Support,Y,Y,56,00:02:52,172,3
ID0115,Jim,02-01-2021,17:36:58,Technical Support,Y,Y,55,00:05:47,347,5
ID0129,Jim,03-01-2021,10:52:19,Contract related,Y,Y,99,00:05:51,351,3
ID0130,Jim,03-01-2021,10:52:19,Admin Support,Y,Y,29,00:04:09,249,3
ID0134,Jim,03-01-2021,11:02:24,Technical Support,N,N,,,0,
ID0142,Jim,03-01-2021,11:26:53,Contract related,Y,Y,20,00:02:44,164,4
ID0145,Jim,03-01-2021,11:52:48,Contract related,Y,Y,56,00:04:09,249,5
ID0148,Jim,03-01-2021,11:55:41,Payment related,Y,Y,46,00:00:50,50,4
ID0157,Jim,03-01-2021,13:14:53,Technical Support,N,N,,,0,
ID0185,Jim,04-01-2021,10:27:50,Streaming,Y,Y,90,00:04:17,257,3
ID0189,Jim,04-01-2021,11:13:55,Admin Support,Y,Y,74,00:06:18,378,3
ID0199,Jim,04-01-2021,12:15:50,Streaming,N,N,,,0,
ID0206,Jim,04-01-2021,13:45:07,Technical Support,Y,Y,25,00:02:27,147,5
ID0207,Jim,04-01-2021,13:56:38,Admin Support,Y,Y,52,00:04:22,262,5
ID0211,Jim,04-01-2021,14:28:19,Technical Support,N,N,,,0,
ID0215,Jim,04-01-2021,14:49:55,Contract related,Y,Y,45,00:03:02,182,3
ID0222,Jim,04-01-2021,16:48:00,Streaming,N,N,,,0,
ID0228,Jim,04-01-2021,17:35:31,Technical Support,Y,Y,110,00:06:30,390,3
ID0258,Jim,05-01-2021,14:42:43,Streaming,Y,N,110,00:02:38,158,3
ID0269,Jim,05-01-2021,15:44:38,Admin Support,Y,Y,95,00:01:47,107,5
ID0292,Jim,06-01-2021,10:07:41,Contract related,Y,Y,122,00:05:52,352,1
ID0294,Jim,06-01-2021,10:32:10,Technical Support,Y,Y,54,00:04:57,297,4
ID0308,Jim,06-01-2021,12:07:12,Admin Support,Y,Y,120,00:00:52,52,5
ID0326,Jim,06-01-2021,16:17:46,Payment related,Y,Y,44,00:01:04,64,2
ID0328,Jim,06-01-2021,16:22:05,Streaming,Y,Y,47,00:01:49,109,3
ID0332,Jim,06-01-2021,16:35:02,Streaming,N,N,,,0,
ID0340,Jim,06-01-2021,17:21:07,Admin Support,Y,Y,12,00:03:12,192,5
ID0342,Jim,06-01-2021,17:22:34,Contract related,Y,Y,42,00:01:17,77,4
ID0361,Jim,07-01-2021,11:42:43,Admin Support,Y,Y,76,00:04:37,277,1
ID0364,Jim,07-01-2021,11:47:02,Admin Support,Y,Y,47,00:06:37,397,5
ID0365,Jim,07-01-2021,12:08:38,Payment related,N,N,,,0,
ID0388,Jim,07-01-2021,16:40:48,Streaming,Y,Y,119,00:03:03,183,4
ID0389,Jim,07-01-2021,17:03:50,Contract related,Y,Y,107,00:06:46,406,2
ID0393,Jim,07-01-2021,17:47:02,Admin Support,Y,Y,118,00:00:33,33,3
ID0398,Jim,07-01-2021,17:55:41,Payment related,Y,Y,32,00:03:23,203,4
ID0400,Jim,08-01-2021,09:00:00,Technical Support,Y,Y,86,00:00:37,37,4
ID0405,Jim,08-01-2021,09:59:02,Technical Support,N,N,,,0,
ID0419,Jim,08-01-2021,12:12:58,Streaming,Y,Y,31,00:06:35,395,5
ID0430,Jim,08-01-2021,13:10:34,Streaming,Y,Y,47,00:02:11,131,5
ID0445,Jim,08-01-2021,18:00:00,Payment related,Y,Y,78,00:05:13,313,2
ID0447,Jim,09-01-2021,09:07:12,Contract related,Y,Y,107,00:05:22,322,4
ID0452,Jim,09-01-2021,09:34:34,Admin Support,Y,Y,110,00:06:53,413,3
ID0457,Jim,09-01-2021,10:32:10,Technical Support,Y,Y,13,00:03:06,186,3
ID0464,Jim,09-01-2021,11:11:02,Payment related,Y,Y,96,00:04:33,273,3
ID0484,Jim,09-01-2021,12:50:24,Technical Support,N,N,,,0,
ID0504,Jim,09-01-2021,17:21:07,Admin Support,N,N,,,0,
ID0506,Jim,09-01-2021,17:22:34,Contract related,Y,Y,27,00:02:43,163,3
ID0514,Jim,09-01-2021,17:42:43,Payment related,Y,Y,116,00:04:38,278,4
ID0519,Jim,10-01-2021,10:06:14,Streaming,Y,Y,64,00:04:23,263,5
ID0521,Jim,10-01-2021,10:35:02,Streaming,Y,Y,12,00:06:34,394,4
ID0526,Jim,10-01-2021,11:18:14,Contract related,Y,Y,84,00:04:17,257,4
ID0542,Jim,10-01-2021,13:48:00,Streaming,Y,Y,78,00:06:14,374,4
ID0546,Jim,10-01-2021,14:09:36,Payment related,Y,Y,10,00:04:32,272,2
ID0550,Jim,10-01-2021,14:25:26,Streaming,Y,Y,71,00:04:05,245,1
ID0576,Jim,10-01-2021,17:39:50,Contract related,Y,N,122,00:02:48,168,1
ID0609,Jim,11-01-2021,12:10:05,Streaming,Y,Y,105,00:06:38,398,1
ID0615,Jim,11-01-2021,12:43:12,Contract related,Y,Y,15,00:00:45,45,5
ID0617,Jim,11-01-2021,12:43:12,Payment related,N,N,,,0,
ID0639,Jim,11-01-2021,14:57:07,Technical Support,Y,Y,120,00:03:21,201,2
ID0643,Jim,11-01-2021,15:37:26,Payment related,Y,Y,32,00:03:01,181,2
ID0645,Jim,11-01-2021,15:59:02,Technical Support,Y,Y,53,00:04:37,277,1
ID0651,Jim,11-01-2021,17:06:43,Admin Support,Y,Y,59,00:04:30,270,3
ID0653,Jim,11-01-2021,17:22:34,Admin Support,Y,Y,42,00:03:38,218,2
ID0665,Jim,12-01-2021,09:57:36,Payment related,Y,Y,22,00:04:38,278,3
ID0670,Jim,12-01-2021,10:16:19,Payment related,Y,Y,29,00:06:03,363,1
ID0673,Jim,12-01-2021,10:48:00,Contract related,Y,Y,77,00:04:28,268,5
ID0674,Jim,12-01-2021,10:48:00,Payment related,N,N,,,0,
ID0677,Jim,12-01-2021,11:06:43,Payment related,Y,Y,81,00:05:30,330,3
ID0694,Jim,12-01-2021,14:51:22,Payment related,Y,N,42,00:03:28,208,3
ID0695,Jim,12-01-2021,15:08:38,Contract related,Y,N,100,00:00:57,57,4
ID0707,Jim,12-01-2021,16:46:34,Payment related,Y,Y,55,00:05:08,308,4
ID0715,Jim,12-01-2021,17:06:43,Admin Support,Y,Y,79,00:04:21,261,4
ID0717,Jim,12-01-2021,18:00:00,Streaming,Y,Y,71,00:02:00,120,3
ID0720,Jim,13-01-2021,09:21:36,Technical Support,Y,Y,122,00:04:48,288,4
ID0725,Jim,13-01-2021,09:56:10,Contract related,Y,Y,40,00:03:24,204,2
ID0732,Jim,13-01-2021,11:09:36,Technical Support,Y,Y,104,00:03:24,204,5
ID0741,Jim,13-01-2021,12:40:19,Contract related,Y,Y,96,00:01:07,67,5
ID0746,Jim,13-01-2021,14:26:53,Technical Support,Y,Y,61,00:04:23,263,3
ID0762,Jim,14-01-2021,09:14:24,Payment related,Y,Y,53,00:04:21,261,5
ID0763,Jim,14-01-2021,09:17:17,Technical Support,N,N,,,0,
ID0766,Jim,14-01-2021,09:24:29,Payment related,Y,Y,51,00:02:08,128,4
ID0770,Jim,14-01-2021,10:53:46,Streaming,Y,Y,116,00:06:48,408,2
ID0777,Jim,14-01-2021,12:01:26,Technical Support,Y,Y,26,00:06:41,401,1
ID0783,Jim,14-01-2021,12:33:07,Payment related,Y,Y,43,00:03:54,234,4
ID0796,Jim,14-01-2021,14:38:24,Payment related,Y,Y,76,00:04:47,287,5
ID0810,Jim,14-01-2021,17:19:41,Technical Support,Y,Y,108,00:06:24,384,4
ID0817,Jim,15-01-2021,09:40:19,Contract related,Y,Y,76,00:01:47,107,3
ID0833,Jim,15-01-2021,13:53:46,Streaming,Y,Y,10,00:05:27,327,4
ID0836,Jim,15-01-2021,14:08:10,Admin Support,Y,Y,59,00:02:09,129,1
ID0839,Jim,15-01-2021,15:01:26,Contract related,Y,Y,21,00:01:32,92,5
ID0852,Jim,15-01-2021,16:40:48,Contract related,Y,Y,86,00:06:03,363,3
ID0853,Jim,15-01-2021,16:43:41,Contract related,Y,Y,92,00:04:43,283,5
ID0871,Jim,16-01-2021,11:08:10,Technical Support,Y,Y,83,00:00:52,52,3
ID0882,Jim,16-01-2021,13:03:22,Streaming,Y,Y,58,00:02:18,138,5
ID0888,Jim,16-01-2021,14:02:24,Technical Support,Y,Y,78,00:04:57,297,2
ID0889,Jim,16-01-2021,14:11:02,Admin Support,Y,Y,122,00:01:05,65,3
ID0891,Jim,16-01-2021,14:25:26,Technical Support,Y,Y,95,00:00:57,57,3
ID0908,Jim,16-01-2021,16:36:29,Technical Support,N,N,,,0,
ID0909,Jim,16-01-2021,16:52:19,Payment related,Y,N,58,00:04:31,271,2
ID0927,Jim,17-01-2021,11:45:36,Streaming,Y,Y,20,00:04:39,279,5
ID0929,Jim,17-01-2021,12:38:53,Streaming,N,N,,,0,
ID0932,Jim,17-01-2021,12:44:38,Technical Support,N,N,,,0,
ID0944,Jim,17-01-2021,14:18:14,Payment related,Y,Y,60,00:01:58,118,4
ID0961,Jim,17-01-2021,17:06:43,Contract related,Y,Y,44,00:02:40,160,2
ID0968,Jim,17-01-2021,17:54:14,Streaming,Y,Y,85,00:05:32,332,4
ID0973,Jim,18-01-2021,09:31:41,Admin Support,Y,Y,113,00:03:01,181,5
ID0974,Jim,18-01-2021,09:31:41,Technical Support,N,N,,,0,
ID0976,Jim,18-01-2021,09:36:00,Streaming,Y,Y,80,00:06:57,417,4
ID0982,Jim,18-01-2021,11:47:02,Streaming,Y,Y,90,00:06:47,407,3
ID0984,Jim,18-01-2021,11:51:22,Streaming,Y,N,57,00:04:10,250,1
ID0990,Jim,18-01-2021,11:58:34,Streaming,Y,Y,89,00:05:53,353,3
ID0991,Jim,18-01-2021,12:00:00,Contract related,Y,Y,121,00:05:24,324,3
ID0992,Jim,18-01-2021,12:00:00,Payment related,Y,Y,114,00:03:10,190,4
ID1004,Jim,18-01-2021,13:10:34,Technical Support,N,N,,,0,
ID1011,Jim,18-01-2021,15:50:24,Admin Support,N,N,,,0,
ID1017,Jim,18-01-2021,17:13:55,Admin Support,Y,Y,16,00:05:09,309,1
ID1026,Jim,18-01-2021,17:26:53,Admin Support,Y,Y,30,00:04:58,298,5
ID1028,Jim,18-01-2021,17:42:43,Payment related,Y,Y,102,00:04:54,294,4
ID1050,Jim,19-01-2021,11:25:26,Admin Support,Y,Y,96,00:05:39,339,5
ID1051,Jim,19-01-2021,11:44:10,Payment related,Y,Y,64,00:06:06,366,5
ID1052,Jim,19-01-2021,11:44:10,Contract related,Y,N,79,00:06:49,409,1
ID1053,Jim,19-01-2021,11:55:41,Payment related,Y,Y,98,00:02:23,143,1
ID1061,Jim,19-01-2021,13:14:53,Payment related,Y,Y,19,00:01:36,96,5
ID1063,Jim,19-01-2021,13:22:05,Admin Support,Y,Y,94,00:00:57,57,5
ID1079,Jim,19-01-2021,15:34:34,Contract related,Y,Y,20,00:02:27,147,4
ID1085,Jim,19-01-2021,16:40:48,Contract related,Y,N,105,00:01:50,110,4
ID1091,Jim,19-01-2021,17:24:00,Contract related,N,N,,,0,
ID1092,Jim,19-01-2021,17:24:00,Technical Support,Y,Y,56,00:06:38,398,4
ID1099,Jim,20-01-2021,09:46:05,Streaming,Y,Y,54,00:01:26,86,4
ID1102,Jim,20-01-2021,10:22:05,Admin Support,Y,Y,94,00:04:10,250,5
ID1116,Jim,20-01-2021,13:26:24,Admin Support,Y,Y,122,00:02:13,133,4
ID1121,Jim,20-01-2021,14:03:50,Admin Support,Y,Y,57,00:04:53,293,3
ID1122,Jim,20-01-2021,14:03:50,Admin Support,Y,Y,14,00:02:28,148,3
ID1134,Jim,21-01-2021,09:20:10,Technical Support,Y,Y,71,00:02:54,174,5
ID1139,Jim,21-01-2021,10:14:53,Contract related,Y,Y,73,00:03:13,193,1
ID1140,Jim,21-01-2021,10:14:53,Technical Support,Y,Y,110,00:02:11,131,5
ID1142,Jim,21-01-2021,10:19:12,Streaming,Y,Y,92,00:02:13,133,4
ID1150,Jim,21-01-2021,11:15:22,Admin Support,Y,N,46,00:00:34,34,3
ID1151,Jim,21-01-2021,12:02:53,Technical Support,Y,Y,30,00:04:59,299,3
ID1164,Jim,21-01-2021,16:20:38,Contract related,Y,Y,79,00:00:47,47,3
ID1171,Jim,21-01-2021,17:26:53,Technical Support,Y,Y,44,00:01:16,76,4
ID1198,Jim,22-01-2021,11:55:41,Admin Support,Y,Y,84,00:05:34,334,5
ID1210,Jim,22-01-2021,14:48:29,Admin Support,Y,Y,15,00:04:55,295,4
ID1214,Jim,22-01-2021,15:30:14,Streaming,N,N,,,0,
ID1220,Jim,22-01-2021,16:39:22,Payment related,Y,N,35,00:05:09,309,5
ID1229,Jim,22-01-2021,17:47:02,Payment related,Y,Y,71,00:04:01,241,2
ID1241,Jim,23-01-2021,11:00:58,Contract related,Y,Y,121,00:02:49,169,2
ID1245,Jim,23-01-2021,11:29:46,Technical Support,Y,Y,33,00:03:29,209,3
ID1252,Jim,23-01-2021,11:36:58,Admin Support,Y,Y,18,00:01:21,81,3
ID1275,Jim,23-01-2021,16:37:55,Payment related,Y,Y,53,00:01:43,103,4
ID1288,Jim,24-01-2021,09:05:46,Admin Support,Y,N,116,00:05:09,309,3
ID1295,Jim,24-01-2021,09:54:43,Technical Support,Y,Y,109,00:05:47,347,3
ID1300,Jim,24-01-2021,10:04:48,Technical Support,N,N,,,0,
ID1303,Jim,24-01-2021,10:29:17,Payment related,Y,Y,16,00:04:35,275,4
ID1313,Jim,24-01-2021,12:25:55,Streaming,Y,N,61,00:00:42,42,5
ID1315,Jim,24-01-2021,13:00:29,Streaming,Y,Y,102,00:03:59,239,4
ID1335,Jim,24-01-2021,17:25:26,Payment related,Y,Y,17,00:02:35,155,1
ID1338,Jim,24-01-2021,17:54:14,Technical Support,Y,Y,10,00:06:13,373,4
ID1341,Jim,25-01-2021,09:25:55,Streaming,Y,Y,44,00:06:50,410,3
ID1342,Jim,25-01-2021,09:25:55,Admin Support,Y,Y,24,00:03:40,220,5
ID1366,Jim,25-01-2021,12:10:05,Admin Support,N,N,,,0,
ID1372,Jim,25-01-2021,12:21:36,Technical Support,N,N,,,0,
ID1375,Jim,25-01-2021,12:43:12,Admin Support,N,N,,,0,
ID1378,Jim,25-01-2021,12:53:17,Admin Support,Y,Y,66,00:06:03,363,3
ID1407,Jim,26-01-2021,09:41:46,Admin Support,Y,N,41,00:03:26,206,4
ID1410,Jim,26-01-2021,09:51:50,Payment related,Y,Y,79,00:02:50,170,3
ID1434,Jim,26-01-2021,13:04:48,Technical Support,Y,Y,94,00:06:12,372,5
ID1435,Jim,26-01-2021,14:08:10,Streaming,Y,Y,61,00:04:47,287,5
ID1437,Jim,26-01-2021,14:18:14,Streaming,Y,Y,77,00:04:26,266,2
ID1450,Jim,26-01-2021,15:28:48,Streaming,Y,Y,119,00:00:43,43,4
ID1462,Jim,26-01-2021,17:52:48,Technical Support,Y,Y,34,00:04:18,258,2
ID1473,Jim,27-01-2021,10:43:41,Contract related,Y,Y,97,00:06:37,397,4
ID1477,Jim,27-01-2021,12:40:19,Contract related,N,N,,,0,
ID1481,Jim,27-01-2021,13:03:22,Admin Support,Y,Y,114,00:04:21,261,3
ID1482,Jim,27-01-2021,13:03:22,Technical Support,N,N,,,0,
ID1493,Jim,27-01-2021,14:45:36,Admin Support,Y,Y,87,00:06:34,394,3
ID1494,Jim,27-01-2021,14:45:36,Payment related,Y,Y,15,00:05:58,358,3
ID1503,Jim,27-01-2021,16:00:29,Admin Support,Y,Y,26,00:01:56,116,2
ID1507,Jim,27-01-2021,16:10:34,Admin Support,Y,Y,77,00:03:15,195,5
ID1510,Jim,27-01-2021,16:58:05,Contract related,Y,Y,27,00:05:09,309,3
ID1513,Jim,27-01-2021,17:12:29,Streaming,Y,Y,107,00:03:07,187,4
ID1515,Jim,27-01-2021,17:18:14,Streaming,Y,Y,28,00:03:04,184,5
ID1517,Jim,27-01-2021,17:42:43,Contract related,Y,Y,93,00:00:56,56,4
ID1519,Jim,28-01-2021,09:04:19,Streaming,Y,Y,46,00:04:27,267,5
ID1545,Jim,28-01-2021,13:00:29,Contract related,N,N,,,0,
ID1556,Jim,28-01-2021,14:32:38,Admin Support,Y,Y,46,00:02:57,177,4
ID1562,Jim,28-01-2021,16:13:26,Streaming,Y,Y,66,00:02:36,156,3
ID1576,Jim,29-01-2021,09:02:53,Admin Support,N,N,,,0,
ID1586,Jim,29-01-2021,10:29:17,Payment related,Y,Y,94,00:01:12,72,3
ID1588,Jim,29-01-2021,10:50:53,Technical Support,N,N,,,0,
ID1590,Jim,29-01-2021,10:52:19,Technical Support,Y,Y,51,00:02:40,160,2
ID1602,Jim,29-01-2021,13:00:29,Contract related,Y,Y,17,00:05:47,347,3
ID1614,Jim,29-01-2021,14:49:55,Streaming,Y,Y,34,00:03:54,234,3
ID1620,Jim,29-01-2021,15:44:38,Contract related,Y,Y,20,00:06:53,413,3
ID1636,Jim,30-01-2021,09:47:31,Contract related,Y,Y,85,00:03:42,222,3
ID1643,Jim,30-01-2021,10:27:50,Technical Support,Y,Y,57,00:04:26,266,5
ID1648,Jim,30-01-2021,11:12:29,Technical Support,Y,Y,23,00:05:59,359,5
ID1649,Jim,30-01-2021,11:26:53,Contract related,Y,Y,79,00:04:34,274,4
ID1651,Jim,30-01-2021,11:52:48,Technical Support,Y,Y,118,00:02:13,133,4
ID1661,Jim,30-01-2021,12:44:38,Admin Support,Y,Y,41,00:01:28,88,3
